"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"TRINITY_DN44680_c0_g1_i1",4.062533007,-1.406639218,6.751106267,0.009368958,0.043103899,"T1_vs_CTL","up"
"TRINITY_DN61666_c0_g2_i1",1.350873886,2.67288744,6.7500106,0.009374713,0.043106685,"T1_vs_CTL","up"
"TRINITY_DN35682_c0_g1_i1",2.491666889,-1.331751896,6.748753839,0.009381318,0.043120409,"T1_vs_CTL","up"
"TRINITY_DN63285_c2_g1_i8",2.252158359,-0.939840323,6.747289705,0.00938902,0.043136931,"T1_vs_CTL","up"
"TRINITY_DN30174_c0_g1_i1",2.31485383,-1.016579496,6.745388091,0.009399033,0.043166909,"T1_vs_CTL","up"
"TRINITY_DN61025_c1_g1_i1",1.30176866,3.419208336,6.745040605,0.009400864,0.043166909,"T1_vs_CTL","up"
"TRINITY_DN50903_c0_g1_i1",2.309279631,-0.83013467,6.744421351,0.009404127,0.043166909,"T1_vs_CTL","up"
"TRINITY_DN61403_c0_g1_i1",2.181977115,-0.856862678,6.737760578,0.009439304,0.043295659,"T1_vs_CTL","up"
"TRINITY_DN39597_c0_g1_i1",4.062719554,-1.556049597,6.737313446,0.009441671,0.043295659,"T1_vs_CTL","up"
"TRINITY_DN23805_c0_g1_i1",1.297552633,3.227871587,6.73396699,0.0094594,0.043329485,"T1_vs_CTL","up"
"TRINITY_DN9531_c0_g1_i1",1.579111799,1.091860133,6.730675474,0.009476871,0.043385772,"T1_vs_CTL","up"
"TRINITY_DN48192_c0_g1_i1",1.375814131,2.639268145,6.723087719,0.009517272,0.043535017,"T1_vs_CTL","up"
"TRINITY_DN41479_c0_g1_i1",1.231521799,7.661301703,6.721886389,0.009523684,0.043552451,"T1_vs_CTL","up"
"TRINITY_DN60057_c0_g1_i1",4.025873668,-1.017153844,6.71537346,0.009558527,0.043676,"T1_vs_CTL","up"
"TRINITY_DN47442_c0_g1_i1",1.219675039,7.053604428,6.711514096,0.009579236,0.043750234,"T1_vs_CTL","up"
"TRINITY_DN36159_c0_g1_i1",1.435288062,2.173180097,6.705904766,0.009609416,0.043860644,"T1_vs_CTL","up"
"TRINITY_DN56252_c0_g1_i2",2.521988158,-0.148791753,6.692789822,0.00968036,0.044131075,"T1_vs_CTL","up"
"TRINITY_DN46662_c0_g1_i1",1.210385812,5.656439074,6.692516502,0.009681844,0.044131075,"T1_vs_CTL","up"
"TRINITY_DN36503_c0_g1_i1",1.974971853,-0.075724078,6.687468425,0.009709299,0.044220097,"T1_vs_CTL","up"
"TRINITY_DN64570_c0_g1_i1",1.274310228,3.663010167,6.686777238,0.009713064,0.044225215,"T1_vs_CTL","up"
"TRINITY_DN28954_c0_g1_i1",2.194430971,-0.57914759,6.684209551,0.009727065,0.04426262,"T1_vs_CTL","up"
"TRINITY_DN13501_c0_g1_i1",2.936126441,-1.091373438,6.683816339,0.00972921,0.04426262,"T1_vs_CTL","up"
"TRINITY_DN61796_c0_g1_i5",1.534304644,1.485080795,6.675746624,0.009773356,0.044373795,"T1_vs_CTL","up"
"TRINITY_DN61306_c0_g1_i1",1.518959117,1.437755826,6.675474055,0.009774851,0.044373795,"T1_vs_CTL","up"
"TRINITY_DN27450_c0_g1_i1",1.850018491,0.119216356,6.674236343,0.009781641,0.044380552,"T1_vs_CTL","up"
"TRINITY_DN40959_c0_g1_i1",2.147832531,-0.367932188,6.668436351,0.009813525,0.044489043,"T1_vs_CTL","up"
"TRINITY_DN123293_c0_g1_i1",2.504751097,-0.877233076,6.666786534,0.009822614,0.044518192,"T1_vs_CTL","up"
"TRINITY_DN9514_c0_g1_i1",1.506085742,1.854982588,6.665041431,0.009832237,0.044549746,"T1_vs_CTL","up"
"TRINITY_DN57937_c0_g1_i2",1.208034219,5.554021206,6.660676009,0.009856352,0.044645616,"T1_vs_CTL","up"
"TRINITY_DN59283_c0_g1_i1",1.562417094,1.658248406,6.660246258,0.009858729,0.044645616,"T1_vs_CTL","up"
"TRINITY_DN48743_c1_g1_i1",1.750520574,0.49547302,6.659293139,0.009864004,0.044652621,"T1_vs_CTL","up"
"TRINITY_DN48755_c0_g1_i1",2.00464628,-0.190989866,6.640265724,0.009969906,0.045063761,"T1_vs_CTL","up"
"TRINITY_DN54065_c0_g3_i1",1.957589352,0.312598797,6.638567684,0.009979414,0.045084815,"T1_vs_CTL","up"
"TRINITY_DN60692_c0_g1_i1",1.854178112,-0.200337187,6.63115207,0.010021043,0.045246036,"T1_vs_CTL","up"
"TRINITY_DN44069_c0_g1_i1",1.777612761,1.162054497,6.628407816,0.010036494,0.045291369,"T1_vs_CTL","up"
"TRINITY_DN58407_c0_g1_i1",2.255584194,-1.090495656,6.625940161,0.010050408,0.045337244,"T1_vs_CTL","up"
"TRINITY_DN136967_c0_g1_i1",2.408146012,-1.22008794,6.625509316,0.010052839,0.045337244,"T1_vs_CTL","up"
"TRINITY_DN58712_c0_g1_i3",1.753113146,0.413826005,6.614385731,0.010115823,0.045549347,"T1_vs_CTL","up"
"TRINITY_DN38133_c0_g1_i1",2.533249854,-0.547120502,6.611591763,0.010131706,0.045585869,"T1_vs_CTL","up"
"TRINITY_DN33768_c0_g1_i1",1.622224382,1.754862918,6.607156034,0.010156975,0.045675013,"T1_vs_CTL","up"
"TRINITY_DN4483_c0_g1_i1",2.479258375,-0.850894306,6.605254259,0.010167828,0.045711542,"T1_vs_CTL","up"
"TRINITY_DN48828_c0_g3_i1",1.536317193,1.391325829,6.599445857,0.010201051,0.045823987,"T1_vs_CTL","up"
"TRINITY_DN33798_c0_g1_i1",1.40780753,2.230495917,6.593094627,0.010237506,0.045926133,"T1_vs_CTL","up"
"TRINITY_DN63109_c0_g1_i1",1.542778703,1.303200657,6.591800275,0.010244952,0.045927059,"T1_vs_CTL","up"
"TRINITY_DN60173_c0_g1_i2",2.332343273,-0.923589144,6.591165529,0.010248605,0.045927059,"T1_vs_CTL","up"
"TRINITY_DN54286_c0_g1_i2",2.475772027,-1.4532903,6.591151593,0.010248685,0.045927059,"T1_vs_CTL","up"
"TRINITY_DN53473_c0_g1_i2",1.387179721,2.265670669,6.580787445,0.010308528,0.046170512,"T1_vs_CTL","up"
"TRINITY_DN60538_c0_g1_i2",1.206242956,5.304067602,6.577704778,0.010326396,0.046228727,"T1_vs_CTL","up"
"TRINITY_DN64595_c0_g1_i1",1.70745972,1.098938127,6.577592439,0.010327048,0.046228727,"T1_vs_CTL","up"
"TRINITY_DN65114_c2_g2_i1",1.232923779,4.002775323,6.576174188,0.01033528,0.046240849,"T1_vs_CTL","up"
"TRINITY_DN26016_c0_g1_i1",2.189256687,-0.659243617,6.574406226,0.010345551,0.046274437,"T1_vs_CTL","up"
"TRINITY_DN61054_c0_g1_i1",1.223642964,4.522261487,6.569616062,0.010373433,0.046374368,"T1_vs_CTL","up"
"TRINITY_DN59028_c0_g1_i1",1.312908961,2.898897624,6.568512419,0.010379867,0.046379051,"T1_vs_CTL","up"
"TRINITY_DN60882_c0_g1_i1",1.686315307,0.765749835,6.568486178,0.01038002,0.046379051,"T1_vs_CTL","up"
"TRINITY_DN51485_c0_g1_i1",1.234505814,4.083481905,6.556064099,0.010452731,0.046641691,"T1_vs_CTL","up"
"TRINITY_DN51519_c0_g1_i1",2.36166831,-0.814364762,6.554325573,0.010462949,0.046674844,"T1_vs_CTL","up"
"TRINITY_DN30902_c0_g1_i1",3.247192723,-1.272710703,6.540335839,0.010545544,0.046980707,"T1_vs_CTL","up"
"TRINITY_DN59489_c10_g1_i2",1.586070238,1.299325655,6.539273315,0.010551844,0.04699627,"T1_vs_CTL","up"
"TRINITY_DN11549_c0_g1_i1",2.091060015,-0.295763965,6.53503451,0.010577017,0.047083335,"T1_vs_CTL","up"
"TRINITY_DN54091_c0_g1_i1",2.398695281,-1.100906788,6.534252736,0.010581667,0.047084927,"T1_vs_CTL","up"
"TRINITY_DN41846_c0_g1_i1",1.240888951,3.78491008,6.52806775,0.010618525,0.047205347,"T1_vs_CTL","up"
"TRINITY_DN40829_c0_g1_i1",1.196055814,6.289880084,6.524213532,0.010641559,0.04728264,"T1_vs_CTL","up"
"TRINITY_DN28723_c1_g1_i1",1.248214459,3.512996658,6.523603178,0.010645212,0.047286319,"T1_vs_CTL","up"
"TRINITY_DN27203_c0_g2_i1",1.47993602,1.604783012,6.515463219,0.010694046,0.047440308,"T1_vs_CTL","up"
"TRINITY_DN49595_c1_g1_i1",1.415771439,2.183287903,6.514039488,0.010702611,0.047445282,"T1_vs_CTL","up"
"TRINITY_DN17495_c0_g1_i1",1.477963484,1.68418175,6.513028526,0.010708697,0.047445282,"T1_vs_CTL","up"
"TRINITY_DN42815_c0_g1_i1",1.221777865,4.213907571,6.512922306,0.010709337,0.047445282,"T1_vs_CTL","up"
"TRINITY_DN52740_c0_g1_i2",1.240296018,3.824260512,6.508232085,0.010737621,0.047530924,"T1_vs_CTL","up"
"TRINITY_DN54715_c0_g1_i1",1.255530608,3.486426459,6.507834162,0.010740024,0.047530924,"T1_vs_CTL","up"
"TRINITY_DN55300_c0_g1_i1",1.774452368,-0.032059395,6.506931785,0.010745476,0.047542484,"T1_vs_CTL","up"
"TRINITY_DN15284_c0_g1_i1",2.355020102,-0.932116752,6.486604805,0.010869037,0.048000374,"T1_vs_CTL","up"
"TRINITY_DN61715_c0_g1_i1",1.878442726,-0.003149664,6.466957492,0.010989852,0.048444471,"T1_vs_CTL","up"
"TRINITY_DN36601_c0_g1_i3",1.699646205,0.610261058,6.46490172,0.011002573,0.048475019,"T1_vs_CTL","up"
"TRINITY_DN16845_c0_g1_i1",3.952778208,-1.27994269,6.460563361,0.011029467,0.048580726,"T1_vs_CTL","up"
"TRINITY_DN47301_c0_g1_i2",1.958084247,-0.412429257,6.452853517,0.011077429,0.048756559,"T1_vs_CTL","up"
"TRINITY_DN61556_c0_g1_i1",1.279941441,3.190491159,6.449832383,0.011096281,0.048822395,"T1_vs_CTL","up"
"TRINITY_DN61486_c2_g1_i1",1.813550196,0.043155438,6.449410715,0.011098915,0.048822395,"T1_vs_CTL","up"
"TRINITY_DN19357_c0_g1_i1",1.224330795,3.890776322,6.445822802,0.011121352,0.048882562,"T1_vs_CTL","up"
"TRINITY_DN115361_c0_g1_i1",1.920509215,-0.008786594,6.444937624,0.011126895,0.048894088,"T1_vs_CTL","up"
"TRINITY_DN54731_c0_g1_i1",1.291206373,2.963827012,6.435521053,0.011186034,0.049115285,"T1_vs_CTL","up"
"TRINITY_DN10883_c0_g1_i1",2.312816796,-0.768472651,6.430136045,0.011219998,0.04923364,"T1_vs_CTL","up"
"TRINITY_DN43913_c0_g1_i1",2.850573528,-0.60299328,6.42984904,0.011221812,0.04923364,"T1_vs_CTL","up"
"TRINITY_DN14760_c0_g1_i1",2.217468246,-0.460450745,6.422280431,0.011269735,0.049358776,"T1_vs_CTL","up"
"TRINITY_DN39402_c0_g1_i1",1.220294561,4.069370992,6.421765018,0.011273007,0.049358776,"T1_vs_CTL","up"
"TRINITY_DN49660_c0_g1_i1",1.734512987,1.101770805,6.420372121,0.011281852,0.049380592,"T1_vs_CTL","up"
"TRINITY_DN63750_c0_g1_i1",2.098274383,-0.341898883,6.414430839,0.01131966,0.049520187,"T1_vs_CTL","up"
"TRINITY_DN27649_c1_g1_i1",1.305392061,2.841829164,6.41351417,0.011325505,0.049532814,"T1_vs_CTL","up"
"TRINITY_DN46259_c0_g1_i1",1.391299897,1.978255306,6.411413981,0.011338909,0.049578482,"T1_vs_CTL","up"
"TRINITY_DN65274_c5_g2_i1",1.445630606,1.621927119,6.404582354,0.01138262,0.049740733,"T1_vs_CTL","up"
"TRINITY_DN12147_c0_g1_i1",2.309285186,-0.638524156,6.400044289,0.011411752,0.04983473,"T1_vs_CTL","up"
"TRINITY_DN60876_c0_g1_i1",1.499696915,1.766429009,6.398166675,0.011423827,0.04985728,"T1_vs_CTL","up"
"TRINITY_DN29552_c0_g1_i1",2.227942075,-0.785320932,6.388702308,0.011484896,0.050059914,"T1_vs_CTL","up"
"TRINITY_DN46936_c1_g1_i1",2.061004711,-0.843656286,6.386455148,0.011499445,0.050100092,"T1_vs_CTL","up"
"TRINITY_DN16817_c0_g1_i1",1.832533713,0.192695084,6.386176076,0.011501253,0.050100092,"T1_vs_CTL","up"
"TRINITY_DN55190_c0_g1_i2",1.183546555,5.379744375,6.373052547,0.011586612,0.050424501,"T1_vs_CTL","up"
"TRINITY_DN51551_c0_g1_i1",1.752097315,0.230487823,6.366831791,0.0116273,0.050588426,"T1_vs_CTL","up"
"TRINITY_DN62981_c0_g1_i1",1.293259965,2.944520346,6.360908574,0.011666179,0.050744393,"T1_vs_CTL","up"
"TRINITY_DN59589_c0_g1_i2",1.730658653,0.363790644,6.359207912,0.011677366,0.050755302,"T1_vs_CTL","up"
"TRINITY_DN35456_c0_g1_i1",1.998952717,-0.488422181,6.359144759,0.011677782,0.050755302,"T1_vs_CTL","up"
"TRINITY_DN94126_c0_g1_i1",1.637706589,0.896251179,6.356755801,0.011693516,0.050810498,"T1_vs_CTL","up"
"TRINITY_DN49174_c0_g1_i1",1.522218727,1.362289469,6.347309985,0.011755943,0.05104201,"T1_vs_CTL","up"
"TRINITY_DN79913_c0_g1_i1",1.392554499,2.160556361,6.346452496,0.011761626,0.051053448,"T1_vs_CTL","up"
"TRINITY_DN37118_c1_g1_i1",1.568389391,1.476739867,6.344924026,0.011771765,0.051084212,"T1_vs_CTL","up"
"TRINITY_DN8253_c0_g1_i1",1.223975195,3.6738118,6.33330972,0.011849099,0.051379852,"T1_vs_CTL","up"
"TRINITY_DN35704_c0_g1_i1",2.138188384,-0.934574853,6.327377036,0.011888802,0.051485341,"T1_vs_CTL","up"
"TRINITY_DN55643_c0_g1_i1",1.33752641,2.407060352,6.325961275,0.011898297,0.051499818,"T1_vs_CTL","up"
"TRINITY_DN62623_c1_g2_i1",1.537868361,1.536068141,6.315212813,0.011970638,0.051769641,"T1_vs_CTL","up"
"TRINITY_DN39352_c0_g1_i1",1.924378625,-0.284612113,6.314738279,0.011973842,0.051769641,"T1_vs_CTL","up"
"TRINITY_DN72812_c0_g1_i1",1.645451139,0.865401015,6.314404331,0.011976097,0.051769641,"T1_vs_CTL","up"
"TRINITY_DN52979_c0_g1_i2",1.566048598,1.151121078,6.313064776,0.011985149,0.051795395,"T1_vs_CTL","up"
"TRINITY_DN57633_c0_g1_i1",1.995999939,-0.428991403,6.312524488,0.011988801,0.05179781,"T1_vs_CTL","up"
"TRINITY_DN53275_c0_g1_i1",1.262476176,3.08650536,6.308230152,0.012017875,0.051869879,"T1_vs_CTL","up"
"TRINITY_DN53126_c0_g1_i1",1.193873111,4.608549542,6.300401545,0.012071063,0.052059178,"T1_vs_CTL","up"
"TRINITY_DN62828_c0_g1_i1",1.873042959,-0.162561524,6.294494118,0.012111358,0.052179195,"T1_vs_CTL","up"
"TRINITY_DN5651_c0_g1_i1",1.823518101,0.197638895,6.278715866,0.012219662,0.052524152,"T1_vs_CTL","up"
"TRINITY_DN27317_c0_g1_i6",1.685837231,0.611668189,6.276967219,0.012231726,0.052562513,"T1_vs_CTL","up"
"TRINITY_DN62915_c0_g1_i1",1.369575313,2.137344321,6.274130794,0.01225132,0.052619703,"T1_vs_CTL","up"
"TRINITY_DN49476_c0_g1_i2",1.946803429,-0.106088033,6.272968247,0.012259361,0.052636271,"T1_vs_CTL","up"
"TRINITY_DN42092_c0_g1_i1",1.171351919,5.951425446,6.272664021,0.012261466,0.052636271,"T1_vs_CTL","up"
"TRINITY_DN95909_c0_g1_i1",3.144876696,-0.699128496,6.270284039,0.012277946,0.052680003,"T1_vs_CTL","up"
"TRINITY_DN42637_c0_g1_i1",1.98986604,-0.703795329,6.26538653,0.012311931,0.052785235,"T1_vs_CTL","up"
"TRINITY_DN48522_c0_g1_i1",2.229058423,-0.810008741,6.256861717,0.012371317,0.053026263,"T1_vs_CTL","up"
"TRINITY_DN60905_c0_g1_i1",1.549839662,1.122285646,6.25295437,0.012398634,0.053116156,"T1_vs_CTL","up"
"TRINITY_DN59107_c0_g1_i1",1.176926505,5.215713849,6.252318183,0.012403088,0.053121642,"T1_vs_CTL","up"
"TRINITY_DN57569_c0_g1_i1",1.597767492,0.864045284,6.249436412,0.012423283,0.053184541,"T1_vs_CTL","up"
"TRINITY_DN51243_c0_g1_i1",1.679818808,0.632022154,6.249316009,0.012424127,0.053184541,"T1_vs_CTL","up"
"TRINITY_DN49544_c0_g1_i1",1.215691613,3.754733906,6.247236292,0.012438723,0.053233412,"T1_vs_CTL","up"
"TRINITY_DN461_c0_g1_i1",1.18509659,7.635622077,6.242800792,0.012469912,0.053311479,"T1_vs_CTL","up"
"TRINITY_DN109966_c0_g1_i1",2.659967163,-1.116421203,6.237723304,0.012505714,0.053383646,"T1_vs_CTL","up"
"TRINITY_DN27619_c0_g1_i1",1.539584883,1.155304865,6.235700471,0.012520006,0.053431033,"T1_vs_CTL","up"
"TRINITY_DN55084_c0_g2_i1",1.167788432,6.299817399,6.233438925,0.012536005,0.053458431,"T1_vs_CTL","up"
"TRINITY_DN59489_c10_g1_i5",1.809784597,0.66673106,6.228084665,0.012573967,0.053577509,"T1_vs_CTL","up"
"TRINITY_DN55951_c0_g1_i1",1.859005753,-0.049025767,6.227580175,0.01257755,0.053577509,"T1_vs_CTL","up"
"TRINITY_DN64065_c4_g1_i1",1.49887828,1.329265546,6.207104097,0.012723861,0.054121119,"T1_vs_CTL","up"
"TRINITY_DN27304_c0_g1_i1",1.229969305,3.489846125,6.206672393,0.012726965,0.054121119,"T1_vs_CTL","up"
"TRINITY_DN64579_c0_g1_i1",1.359670776,2.167272722,6.204818198,0.012740303,0.054143137,"T1_vs_CTL","up"
"TRINITY_DN57542_c0_g1_i1",1.172434518,5.276198001,6.204596031,0.012741903,0.054143137,"T1_vs_CTL","up"
"TRINITY_DN43745_c0_g1_i1",1.16910422,5.238897439,6.203611178,0.012748994,0.054143137,"T1_vs_CTL","up"
"TRINITY_DN61334_c2_g1_i6",2.18464252,-0.98912476,6.194212856,0.012816872,0.054351587,"T1_vs_CTL","up"
"TRINITY_DN13163_c0_g1_i1",1.649709263,0.517008669,6.191019129,0.012840022,0.054435972,"T1_vs_CTL","up"
"TRINITY_DN32950_c0_g1_i1",2.205976312,-0.955785667,6.182272259,0.012903646,0.05469186,"T1_vs_CTL","up"
"TRINITY_DN46909_c0_g1_i2",1.866295687,-0.156642517,6.180128061,0.012919293,0.054744317,"T1_vs_CTL","up"
"TRINITY_DN4380_c0_g1_i1",1.3510084,2.478812889,6.178538714,0.012930903,0.054779649,"T1_vs_CTL","up"
"TRINITY_DN30577_c0_g1_i1",1.931328743,-0.292626903,6.162710809,0.013047111,0.055160285,"T1_vs_CTL","up"
"TRINITY_DN62712_c0_g1_i1",2.028942892,-0.678897961,6.156773053,0.013090982,0.055276309,"T1_vs_CTL","up"
"TRINITY_DN43661_c0_g1_i1",1.538023043,1.06233085,6.144016385,0.013185749,0.055591993,"T1_vs_CTL","up"
"TRINITY_DN58418_c5_g2_i2",1.676233239,0.592704662,6.14217368,0.013199496,0.055625622,"T1_vs_CTL","up"
"TRINITY_DN43716_c0_g1_i1",1.16672505,5.101599396,6.136971725,0.013238384,0.055729702,"T1_vs_CTL","up"
"TRINITY_DN62752_c0_g1_i1",1.386875362,2.072530022,6.133136989,0.013267127,0.055822627,"T1_vs_CTL","up"
"TRINITY_DN37249_c0_g1_i1",1.337491062,2.393910511,6.128756606,0.013300038,0.055947042,"T1_vs_CTL","up"
"TRINITY_DN3251_c0_g1_i1",1.1627058,5.225118469,6.119924311,0.013366652,0.056184909,"T1_vs_CTL","up"
"TRINITY_DN43343_c0_g1_i1",1.916998608,-0.424242361,6.117812159,0.013382633,0.056237964,"T1_vs_CTL","up"
"TRINITY_DN11355_c0_g1_i1",1.528992194,1.111206797,6.115284977,0.01340178,0.056276049,"T1_vs_CTL","up"
"TRINITY_DN60763_c0_g1_i1",1.276449474,2.770365553,6.100019609,0.013518038,0.056650562,"T1_vs_CTL","up"
"TRINITY_DN30911_c0_g1_i2",1.192611204,3.868728415,6.093240452,0.013569999,0.056848491,"T1_vs_CTL","up"
"TRINITY_DN53256_c0_g1_i1",1.648825694,0.503758709,6.09205461,0.013579109,0.056849574,"T1_vs_CTL","up"
"TRINITY_DN56809_c0_g1_i3",1.201267993,3.611024654,6.090085682,0.013594249,0.05688451,"T1_vs_CTL","up"
"TRINITY_DN56170_c0_g1_i1",1.15278179,5.774042836,6.088341143,0.013607679,0.056894412,"T1_vs_CTL","up"
"TRINITY_DN63243_c1_g1_i1",1.34815365,2.283442755,6.088069101,0.013609774,0.056894412,"T1_vs_CTL","up"
"TRINITY_DN46409_c0_g1_i1",1.70287077,0.274004584,6.086585845,0.013621205,0.056894412,"T1_vs_CTL","up"
"TRINITY_DN14290_c0_g1_i1",1.358659009,2.142332715,6.086248954,0.013623802,0.056894412,"T1_vs_CTL","up"
"TRINITY_DN56914_c1_g1_i1",1.158354046,6.527669909,6.083765873,0.013642964,0.056960224,"T1_vs_CTL","up"
"TRINITY_DN63811_c0_g3_i1",1.468095471,1.322359302,6.074476101,0.013714897,0.057189242,"T1_vs_CTL","up"
"TRINITY_DN63226_c0_g1_i1",1.436553814,1.568106461,6.073877069,0.013719549,0.057194395,"T1_vs_CTL","up"
"TRINITY_DN60237_c2_g1_i1",1.740918345,0.351735515,6.069061743,0.013757002,0.057330213,"T1_vs_CTL","up"
"TRINITY_DN49122_c0_g1_i1",1.646669912,0.5559841,6.061290033,0.013817671,0.057513709,"T1_vs_CTL","up"
"TRINITY_DN39989_c0_g1_i1",1.149770632,5.822958695,6.057114517,0.013850381,0.057596392,"T1_vs_CTL","up"
"TRINITY_DN31247_c0_g1_i1",1.631429086,0.691402606,6.054117465,0.013873908,0.057679901,"T1_vs_CTL","up"
"TRINITY_DN79520_c0_g1_i1",1.15086959,5.642851994,6.043973743,0.013953842,0.057925915,"T1_vs_CTL","up"
"TRINITY_DN25742_c0_g1_i1",1.191209865,9.220782471,6.039038854,0.0139929,0.058059266,"T1_vs_CTL","up"
"TRINITY_DN60417_c0_g1_i2",2.021678715,-0.762622876,6.033852802,0.014034068,0.058144135,"T1_vs_CTL","up"
"TRINITY_DN137970_c0_g1_i1",1.388517745,2.095398531,6.033837171,0.014034193,0.058144135,"T1_vs_CTL","up"
"TRINITY_DN65270_c6_g1_i1",1.80967769,-0.245903489,6.030691789,0.014059222,0.058233423,"T1_vs_CTL","up"
"TRINITY_DN64319_c0_g1_i4",2.116417272,-1.048313519,6.027513766,0.014084558,0.058323936,"T1_vs_CTL","up"
"TRINITY_DN52736_c0_g1_i1",1.192266734,3.637862506,6.026362829,0.014093745,0.058347548,"T1_vs_CTL","up"
"TRINITY_DN42917_c0_g1_i1",2.767308558,-0.980040297,6.016888854,0.014169604,0.058599014,"T1_vs_CTL","up"
"TRINITY_DN51170_c0_g1_i1",1.27172272,2.749538918,6.016627221,0.014171705,0.058599014,"T1_vs_CTL","up"
"TRINITY_DN38673_c0_g1_i1",1.948909794,-0.665614517,6.016592106,0.014171987,0.058599014,"T1_vs_CTL","up"
"TRINITY_DN43030_c0_g1_i1",1.398005394,1.73483449,6.014839692,0.014186067,0.058628274,"T1_vs_CTL","up"
"TRINITY_DN55804_c0_g2_i1",1.655874531,0.491663907,6.01389093,0.014193696,0.058645326,"T1_vs_CTL","up"
"TRINITY_DN137686_c0_g1_i1",3.154711341,-1.706979449,6.012534514,0.014204611,0.058673204,"T1_vs_CTL","up"
"TRINITY_DN51973_c0_g1_i1",1.794716976,-0.141325918,6.012181502,0.014207452,0.058673204,"T1_vs_CTL","up"
"TRINITY_DN61663_c6_g2_i3",1.21741798,3.419674002,6.011572914,0.014212353,0.058678969,"T1_vs_CTL","up"
"TRINITY_DN53533_c1_g1_i1",1.51944772,1.164044866,6.010036041,0.014224737,0.058715618,"T1_vs_CTL","up"
"TRINITY_DN122820_c0_g1_i1",1.361775095,2.006031587,6.004641889,0.01426829,0.058855981,"T1_vs_CTL","up"
"TRINITY_DN63751_c0_g1_i5",1.881789113,0.675863349,6.002941992,0.014282043,0.058879578,"T1_vs_CTL","up"
"TRINITY_DN64311_c6_g1_i1",1.574577742,1.037842239,6.000404681,0.014302597,0.058938659,"T1_vs_CTL","up"
"TRINITY_DN28378_c0_g1_i1",1.969223874,-0.53485039,6.000303841,0.014303415,0.058938659,"T1_vs_CTL","up"
"TRINITY_DN54467_c0_g1_i1",1.618396834,0.535863488,5.989841202,0.014388498,0.05926008,"T1_vs_CTL","up"
"TRINITY_DN10948_c0_g1_i1",1.502023003,1.108850862,5.981274181,0.014458553,0.059504693,"T1_vs_CTL","up"
"TRINITY_DN50907_c0_g1_i1",1.21902154,3.126820974,5.980344633,0.014466175,0.059521431,"T1_vs_CTL","up"
"TRINITY_DN56111_c0_g1_i2",1.384709426,1.864421215,5.971076773,0.014542398,0.059820351,"T1_vs_CTL","up"
"TRINITY_DN55257_c1_g1_i1",1.816766656,-0.329036265,5.965755106,0.014586353,0.059971689,"T1_vs_CTL","up"
"TRINITY_DN23278_c0_g1_i1",1.284240311,2.508946732,5.964453093,0.014597128,0.060001254,"T1_vs_CTL","up"
"TRINITY_DN144998_c0_g1_i1",1.530696463,0.876669174,5.963605902,0.014604143,0.060011517,"T1_vs_CTL","up"
"TRINITY_DN109079_c0_g1_i1",1.529042055,1.009411717,5.963285948,0.014606793,0.060011517,"T1_vs_CTL","up"
"TRINITY_DN58997_c0_g2_i1",2.522292117,-0.378898873,5.960353554,0.014631107,0.06007896,"T1_vs_CTL","up"
"TRINITY_DN26542_c0_g1_i1",1.143895129,5.388745788,5.960008047,0.014633974,0.06007896,"T1_vs_CTL","up"
"TRINITY_DN56172_c0_g1_i1",2.613781054,-1.246506617,5.959240758,0.014640344,0.060089585,"T1_vs_CTL","up"
"TRINITY_DN60224_c0_g1_i1",1.270810463,2.805067824,5.946336818,0.014747902,0.060383805,"T1_vs_CTL","up"
"TRINITY_DN57096_c0_g1_i1",1.397065157,1.807854503,5.943965191,0.014767759,0.060435545,"T1_vs_CTL","up"
"TRINITY_DN41768_c0_g1_i1",1.772334231,-0.019439839,5.936324048,0.014831922,0.060653647,"T1_vs_CTL","up"
"TRINITY_DN50724_c0_g1_i1",1.180060279,3.693546026,5.935156851,0.014841748,0.060679009,"T1_vs_CTL","up"
"TRINITY_DN40349_c0_g1_i1",1.526402616,0.841622793,5.924953243,0.014927934,0.060971817,"T1_vs_CTL","up"
"TRINITY_DN61615_c0_g1_i1",1.433743025,1.291991167,5.921505096,0.014957176,0.061061459,"T1_vs_CTL","up"
"TRINITY_DN54179_c0_g1_i2",1.917284239,0.172772361,5.91873407,0.014980718,0.061109771,"T1_vs_CTL","up"
"TRINITY_DN52226_c0_g1_i1",1.292032541,2.523897866,5.915558509,0.015007744,0.061193292,"T1_vs_CTL","up"
"TRINITY_DN63466_c0_g2_i1",1.856227698,-0.338835007,5.91356483,0.015024738,0.061217853,"T1_vs_CTL","up"
"TRINITY_DN36199_c0_g1_i1",1.995727092,-0.505614231,5.910184699,0.015053593,0.061305585,"T1_vs_CTL","up"
"TRINITY_DN46500_c1_g1_i1",1.169770602,4.095664535,5.906632679,0.015083978,0.061414388,"T1_vs_CTL","up"
"TRINITY_DN26434_c0_g1_i1",1.62431583,0.28698198,5.901849161,0.015124997,0.061536502,"T1_vs_CTL","up"
"TRINITY_DN35388_c0_g1_i1",1.563991769,1.138258216,5.89042053,0.015223465,0.061844581,"T1_vs_CTL","up"
"TRINITY_DN61832_c0_g1_i1",1.602281838,0.779147191,5.888654277,0.015238741,0.061867639,"T1_vs_CTL","up"
