"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"19565","TRINITY_DN48232_c0_g1_i3",1.605927052,2.05731666,7.878629446,0.005002238,0.029655811,"T2_vs_CTL","up"
"19566","TRINITY_DN64920_c0_g2_i1",1.714339077,1.380026136,7.878617587,0.00500227,0.029655811,"T2_vs_CTL","up"
"19567","TRINITY_DN63858_c0_g1_i1",1.334692564,4.45646791,7.876851491,0.005007158,0.029674279,"T2_vs_CTL","up"
"19568","TRINITY_DN137637_c0_g1_i1",1.691305183,1.749578821,7.875741722,0.005010232,0.029681989,"T2_vs_CTL","up"
"19569","TRINITY_DN47331_c0_g1_i1",-1.337360516,4.323102789,7.869937086,0.00502634,0.029766886,"T2_vs_CTL","down"
"19570","TRINITY_DN36693_c0_g1_i1",-2.144075932,-0.610762838,7.86867992,0.005029836,0.029777055,"T2_vs_CTL","down"
"19571","TRINITY_DN17552_c0_g1_i1",-1.602905207,2.012795232,7.866015844,0.005037252,0.029810418,"T2_vs_CTL","down"
"19572","TRINITY_DN27319_c0_g1_i1",-1.729351744,0.982092984,7.85954013,0.005055325,0.029906802,"T2_vs_CTL","down"
"19573","TRINITY_DN57256_c0_g1_i1",-1.37216506,3.410800281,7.85649967,0.005063833,0.029946555,"T2_vs_CTL","down"
"19574","TRINITY_DN56428_c3_g1_i1",-1.57266621,1.906622094,7.852588078,0.005074801,0.030000817,"T2_vs_CTL","down"
"19575","TRINITY_DN55211_c1_g4_i1",3.023720075,-0.688085685,7.851455987,0.00507798,0.030009013,"T2_vs_CTL","up"
"19576","TRINITY_DN54074_c2_g1_i1",-1.567969092,1.859726261,7.85072955,0.00508002,0.03001048,"T2_vs_CTL","down"
"19577","TRINITY_DN29833_c0_g1_i1",2.734924915,-0.77882869,7.849101412,0.005084597,0.030026924,"T2_vs_CTL","up"
"19578","TRINITY_DN42821_c0_g1_i1",1.314600722,6.145105942,7.84551009,0.005094708,0.030076024,"T2_vs_CTL","up"
"19579","TRINITY_DN63290_c0_g1_i1",1.342584279,4.113411811,7.839050394,0.005112946,0.030164663,"T2_vs_CTL","up"
"19580","TRINITY_DN93379_c0_g1_i1",-1.323180523,4.818442477,7.838915775,0.005113327,0.030164663,"T2_vs_CTL","down"
"19581","TRINITY_DN53035_c0_g1_i1",-2.588764262,-0.892214138,7.837065379,0.005118564,0.030184921,"T2_vs_CTL","down"
"19582","TRINITY_DN63566_c0_g2_i2",1.724609835,1.294128039,7.835835757,0.005122047,0.030194825,"T2_vs_CTL","up"
"19583","TRINITY_DN32528_c0_g1_i2",1.796881505,2.125133302,7.834307596,0.005126379,0.030209726,"T2_vs_CTL","up"
"19584","TRINITY_DN45054_c0_g1_i2",-1.968912358,0.07624849,7.832454279,0.005131637,0.030230075,"T2_vs_CTL","down"
"19585","TRINITY_DN60343_c0_g1_i2",1.311722715,5.706764956,7.831232875,0.005135106,0.030239869,"T2_vs_CTL","up"
"19586","TRINITY_DN14467_c0_g1_i1",2.928750878,-1.358935641,7.827134982,0.005146762,0.030286058,"T2_vs_CTL","up"
"19587","TRINITY_DN60598_c0_g1_i1",1.447984996,2.756972248,7.826846386,0.005147583,0.030286058,"T2_vs_CTL","up"
"19588","TRINITY_DN49264_c0_g1_i2",1.567636596,1.792309419,7.826567942,0.005148377,0.030286058,"T2_vs_CTL","up"
"19589","TRINITY_DN60824_c0_g1_i1",1.783004315,0.769414852,7.825161237,0.005152385,0.030298992,"T2_vs_CTL","up"
"19590","TRINITY_DN47996_c0_g1_i1",-1.329836595,4.402437858,7.824185291,0.005155168,0.030304713,"T2_vs_CTL","down"
"19591","TRINITY_DN47651_c0_g1_i1",-1.972335459,-0.063840476,7.816483476,0.005177183,0.030423448,"T2_vs_CTL","down"
"19592","TRINITY_DN46724_c0_g1_i1",-1.319988628,7.134697141,7.815431208,0.005180199,0.030430486,"T2_vs_CTL","down"
"19593","TRINITY_DN46481_c0_g1_i1",1.583695831,1.80857001,7.814331896,0.005183351,0.030438322,"T2_vs_CTL","up"
"19594","TRINITY_DN64296_c2_g2_i1",1.30955473,5.592344019,7.810955108,0.005193045,0.030484558,"T2_vs_CTL","up"
"19595","TRINITY_DN46666_c0_g1_i3",2.083099794,-0.048097728,7.808888824,0.005198986,0.030508737,"T2_vs_CTL","up"
"19596","TRINITY_DN5628_c0_g1_i1",-1.318745353,6.001239171,7.806644899,0.005205446,0.030535942,"T2_vs_CTL","down"
"19597","TRINITY_DN56673_c0_g1_i2",1.753113326,0.739130385,7.8052172,0.00520956,0.030549373,"T2_vs_CTL","up"
"19598","TRINITY_DN63921_c1_g1_i1",-1.579881499,1.758915041,7.802978688,0.005216018,0.030571483,"T2_vs_CTL","down"
"19599","TRINITY_DN27507_c0_g1_i1",-1.349897153,8.686639574,7.802146236,0.005218421,0.030571483,"T2_vs_CTL","down"
"19600","TRINITY_DN60851_c0_g1_i1",1.326084698,7.462148451,7.802012081,0.005218809,0.030571483,"T2_vs_CTL","up"
"19601","TRINITY_DN39863_c1_g1_i1",-1.342931207,3.878561468,7.800644292,0.005222761,0.030575794,"T2_vs_CTL","down"
"19602","TRINITY_DN55197_c1_g2_i2",1.438688453,3.432101668,7.800025336,0.00522455,0.030575794,"T2_vs_CTL","up"
"19603","TRINITY_DN55426_c1_g1_i1",-1.352040469,3.799158029,7.799861566,0.005225024,0.030575794,"T2_vs_CTL","down"
"19604","TRINITY_DN24802_c0_g1_i1",1.585311328,1.769853258,7.79721705,0.005232676,0.030603677,"T2_vs_CTL","up"
"19605","TRINITY_DN37143_c1_g1_i1",1.349856855,3.750001566,7.796951878,0.005233444,0.030603677,"T2_vs_CTL","up"
"19606","TRINITY_DN35907_c0_g1_i1",-1.5966515,1.655612144,7.792126038,0.005247441,0.03066452,"T2_vs_CTL","down"
"19607","TRINITY_DN49844_c0_g1_i1",-2.157459304,-0.372167774,7.792101551,0.005247512,0.03066452,"T2_vs_CTL","down"
"19608","TRINITY_DN36284_c0_g1_i1",-1.346966844,3.877353591,7.788742282,0.005257278,0.030710868,"T2_vs_CTL","down"
"19609","TRINITY_DN5810_c0_g1_i1",1.751323555,1.324987156,7.786106087,0.005264955,0.030744985,"T2_vs_CTL","up"
"19610","TRINITY_DN42941_c0_g1_i1",-1.419326802,2.839132518,7.783475526,0.005272626,0.030779048,"T2_vs_CTL","down"
"19611","TRINITY_DN41075_c0_g1_i1",1.352960501,3.810598818,7.774605427,0.005298579,0.030919765,"T2_vs_CTL","up"
"19612","TRINITY_DN53805_c0_g1_i2",1.335305155,4.434289263,7.771735797,0.005307003,0.030958133,"T2_vs_CTL","up"
"19613","TRINITY_DN33566_c0_g1_i1",4.192911364,-1.323124675,7.767929689,0.005318197,0.031012627,"T2_vs_CTL","up"
"19614","TRINITY_DN52890_c0_g1_i1",-1.393449711,3.097554676,7.764160251,0.005329307,0.031066593,"T2_vs_CTL","down"
"19615","TRINITY_DN47922_c0_g1_i1",1.973225051,-0.082655021,7.758765485,0.005345248,0.031148676,"T2_vs_CTL","up"
"19616","TRINITY_DN63749_c0_g1_i1",2.034094979,0.061607691,7.757880368,0.005347868,0.031153102,"T2_vs_CTL","up"
"19617","TRINITY_DN37687_c0_g1_i1",4.19302798,-1.426830484,7.75332476,0.005361375,0.031220918,"T2_vs_CTL","up"
"19618","TRINITY_DN48336_c0_g1_i1",1.319282854,7.291980322,7.749194142,0.005373651,0.031281527,"T2_vs_CTL","up"
"19619","TRINITY_DN61798_c0_g1_i1",1.490281098,2.380649499,7.747726974,0.005378019,0.031288675,"T2_vs_CTL","up"
"19620","TRINITY_DN64001_c0_g1_i1",1.885765947,0.13236818,7.747526135,0.005378617,0.031288675,"T2_vs_CTL","up"
"19621","TRINITY_DN55394_c0_g1_i1",-1.524488302,2.156707973,7.743762016,0.00538984,0.03134307,"T2_vs_CTL","down"
"19622","TRINITY_DN54683_c0_g1_i3",-1.717913573,0.865797725,7.741460471,0.005396714,0.031372145,"T2_vs_CTL","down"
"19623","TRINITY_DN57400_c0_g1_i3",2.470180042,-0.622702962,7.733372052,0.005420942,0.031502049,"T2_vs_CTL","up"
"19624","TRINITY_DN111564_c0_g1_i1",-1.900837364,0.554314609,7.731693928,0.005425982,0.031516565,"T2_vs_CTL","down"
"19625","TRINITY_DN60042_c0_g1_i1",1.324852121,4.607495711,7.730804219,0.005428656,0.031516565,"T2_vs_CTL","up"
"19626","TRINITY_DN51941_c1_g1_i1",1.58227598,2.008492284,7.730661056,0.005429087,0.031516565,"T2_vs_CTL","up"
"19627","TRINITY_DN60185_c0_g1_i1",1.33777974,4.384980578,7.721742894,0.00545597,0.031661646,"T2_vs_CTL","up"
"19628","TRINITY_DN53482_c0_g1_i2",1.305246481,5.524889948,7.720898885,0.005458521,0.031665475,"T2_vs_CTL","up"
"19629","TRINITY_DN49978_c0_g1_i1",-1.313322229,4.782145248,7.714749169,0.005477147,0.03176252,"T2_vs_CTL","down"
"19630","TRINITY_DN26856_c0_g1_i3",1.312582606,4.899709582,7.711509427,0.005486985,0.031808555,"T2_vs_CTL","up"
"19631","TRINITY_DN46165_c0_g1_i1",-1.317749422,4.591690742,7.707429049,0.005499402,0.031869501,"T2_vs_CTL","down"
"19632","TRINITY_DN44149_c0_g1_i1",-1.309209698,4.994342847,7.705536018,0.005505172,0.031891901,"T2_vs_CTL","down"
"19633","TRINITY_DN63074_c0_g2_i1",-1.392961657,2.948091369,7.704077092,0.005509624,0.031906648,"T2_vs_CTL","down"
"19634","TRINITY_DN51753_c0_g1_i1",1.500257794,2.335913931,7.702853217,0.005513361,0.031907707,"T2_vs_CTL","up"
"19635","TRINITY_DN57633_c0_g1_i2",2.372819005,-1.24773569,7.702768853,0.005513618,0.031907707,"T2_vs_CTL","up"
"19636","TRINITY_DN57087_c0_g1_i2",1.550403029,1.991096773,7.691275541,0.00554884,0.03210044,"T2_vs_CTL","up"
"19637","TRINITY_DN31166_c0_g1_i2",1.840228614,0.66852483,7.686622507,0.005563164,0.032161895,"T2_vs_CTL","up"
"19638","TRINITY_DN28286_c0_g1_i1",-1.416303884,2.822056753,7.686576909,0.005563305,0.032161895,"T2_vs_CTL","down"
"19639","TRINITY_DN36362_c0_g1_i2",-2.377728165,-0.864615214,7.684056744,0.005571079,0.032195722,"T2_vs_CTL","down"
"19640","TRINITY_DN44506_c0_g1_i1",-2.463081528,-1.223384509,7.680791323,0.005581169,0.032242902,"T2_vs_CTL","down"
"19641","TRINITY_DN40345_c0_g1_i1",-1.445082809,2.614755728,7.678783975,0.005587381,0.032263982,"T2_vs_CTL","down"
"19642","TRINITY_DN59386_c0_g1_i1",1.872408066,0.691955365,7.678366919,0.005588672,0.032263982,"T2_vs_CTL","up"
"19643","TRINITY_DN33553_c0_g1_i1",1.719235279,1.346856513,7.675642012,0.005597118,0.0323016,"T2_vs_CTL","up"
"19644","TRINITY_DN47182_c0_g2_i1",1.304753467,5.139271127,7.673228259,0.00560461,0.032333692,"T2_vs_CTL","up"
"19645","TRINITY_DN52576_c0_g1_i1",1.383012514,3.105079609,7.656143473,0.005657932,0.032630071,"T2_vs_CTL","up"
"19646","TRINITY_DN19912_c0_g1_i1",4.153622714,-1.28240577,7.647093149,0.005686388,0.032782886,"T2_vs_CTL","up"
"19647","TRINITY_DN64865_c0_g1_i2",1.399747137,3.013621982,7.645703598,0.00569077,0.032796855,"T2_vs_CTL","up"
"19648","TRINITY_DN62018_c0_g1_i1",-1.320880593,4.275672547,7.643655501,0.005697234,0.032822814,"T2_vs_CTL","down"
"19649","TRINITY_DN55253_c0_g1_i4",1.700140785,1.028730015,7.636315579,0.005720465,0.032945311,"T2_vs_CTL","up"
"19650","TRINITY_DN44121_c0_g1_i1",-1.330638411,8.482496324,7.634860379,0.005725082,0.032960563,"T2_vs_CTL","down"
"19651","TRINITY_DN39362_c0_g1_i1",2.839638614,-1.035001989,7.632377055,0.00573297,0.032994629,"T2_vs_CTL","up"
"19652","TRINITY_DN58712_c0_g1_i3",1.867128135,0.413826005,7.628771864,0.005744441,0.033049287,"T2_vs_CTL","up"
"19653","TRINITY_DN61765_c0_g1_i1",-1.939746562,0.251917386,7.622087803,0.00576577,0.033160605,"T2_vs_CTL","down"
"19654","TRINITY_DN48303_c0_g1_i1",-1.357021285,3.312082876,7.619676167,0.005773485,0.033193576,"T2_vs_CTL","down"
"19655","TRINITY_DN54876_c1_g1_i1",-1.425627268,2.685635473,7.617834335,0.005779385,0.033211037,"T2_vs_CTL","down"
"19656","TRINITY_DN11532_c0_g1_i1",-1.386090609,2.983106123,7.617243557,0.005781279,0.033211037,"T2_vs_CTL","down"
"19657","TRINITY_DN31004_c0_g1_i2",1.696861182,1.16285931,7.616870893,0.005782474,0.033211037,"T2_vs_CTL","up"
"19658","TRINITY_DN65264_c1_g2_i1",-2.30439371,-0.846210742,7.6139202,0.005791943,0.033254016,"T2_vs_CTL","down"
"19659","TRINITY_DN35872_c0_g1_i1",1.331572231,3.818161057,7.608376795,0.005809776,0.033344967,"T2_vs_CTL","up"
"19660","TRINITY_DN25952_c0_g1_i1",2.202659439,-0.033571861,7.607389717,0.005812957,0.033351792,"T2_vs_CTL","up"
"19661","TRINITY_DN64740_c0_g1_i2",-1.307705979,4.440154486,7.606467161,0.005815932,0.033357429,"T2_vs_CTL","down"
"19662","TRINITY_DN63405_c0_g1_i1",-1.327316657,3.851062236,7.603777266,0.005824615,0.033395789,"T2_vs_CTL","down"
"19663","TRINITY_DN63949_c7_g4_i1",-1.50126093,2.123314334,7.600168829,0.005836284,0.033451236,"T2_vs_CTL","down"
"19664","TRINITY_DN62948_c0_g1_i2",-1.34543185,3.427010113,7.597530926,0.005844829,0.033488749,"T2_vs_CTL","down"
"19665","TRINITY_DN41892_c0_g1_i1",1.783323212,0.76854133,7.594425045,0.005854906,0.033523853,"T2_vs_CTL","up"
"19666","TRINITY_DN63387_c4_g1_i1",-1.294175409,5.292716084,7.594408467,0.00585496,0.033523853,"T2_vs_CTL","down"
"19667","TRINITY_DN65114_c2_g2_i5",1.368866897,3.10101525,7.589187254,0.005871942,0.033609588,"T2_vs_CTL","up"
"19668","TRINITY_DN57942_c0_g1_i1",2.887947899,-1.585892398,7.584274806,0.005887965,0.033689782,"T2_vs_CTL","up"
"19669","TRINITY_DN38729_c0_g1_i1",2.888020935,-1.453537197,7.581132111,0.005898239,0.033736144,"T2_vs_CTL","up"
"19670","TRINITY_DN39680_c0_g1_i1",-2.016461298,-0.238872438,7.580564091,0.005900097,0.033736144,"T2_vs_CTL","down"
"19671","TRINITY_DN61936_c0_g1_i14",-1.50815904,2.142364818,7.566179205,0.005947373,0.033994851,"T2_vs_CTL","down"
"19672","TRINITY_DN60653_c0_g1_i1",1.641655782,1.178295292,7.565542515,0.005949474,0.033995255,"T2_vs_CTL","up"
"19673","TRINITY_DN36360_c0_g1_i1",1.346222766,9.809583631,7.56127001,0.005963595,0.034064316,"T2_vs_CTL","up"
"19674","TRINITY_DN64249_c2_g1_i1",-1.807478328,0.405124171,7.559315678,0.005970066,0.034089645,"T2_vs_CTL","down"
"19675","TRINITY_DN43609_c0_g1_i1",-1.298211731,4.736335175,7.555022014,0.005984307,0.034155311,"T2_vs_CTL","down"
"19676","TRINITY_DN11721_c0_g1_i1",2.996211468,-0.775031713,7.554618818,0.005985646,0.034155311,"T2_vs_CTL","up"
"19677","TRINITY_DN88551_c0_g1_i1",2.03145804,0.102478324,7.552873719,0.005991445,0.034176754,"T2_vs_CTL","up"
"19678","TRINITY_DN56934_c0_g1_i2",1.921654484,0.257566346,7.550184333,0.006000394,0.034216141,"T2_vs_CTL","up"
"19679","TRINITY_DN27630_c0_g1_i1",1.394729027,2.946772942,7.546876353,0.006011419,0.034267341,"T2_vs_CTL","up"
"19680","TRINITY_DN48266_c0_g1_i1",-1.608724158,1.489471143,7.530863586,0.006065083,0.034561476,"T2_vs_CTL","down"
"19681","TRINITY_DN42208_c0_g1_i1",-1.322114755,3.736516973,7.528495014,0.006073062,0.034585147,"T2_vs_CTL","down"
"19682","TRINITY_DN64599_c0_g1_i2",-1.326966666,3.666387761,7.528404131,0.006073368,0.034585147,"T2_vs_CTL","down"
"19683","TRINITY_DN123197_c0_g1_i1",-2.604776041,-1.335333286,7.526080566,0.006081207,0.034618009,"T2_vs_CTL","down"
"19684","TRINITY_DN54626_c0_g1_i1",-1.293535512,4.915649914,7.525350189,0.006083673,0.034620275,"T2_vs_CTL","down"
"19685","TRINITY_DN38901_c0_g1_i1",1.397524392,2.882292018,7.524128922,0.006087798,0.034631982,"T2_vs_CTL","up"
"19686","TRINITY_DN52480_c0_g1_i3",1.318873069,8.383783197,7.522627599,0.006092874,0.034649083,"T2_vs_CTL","up"
"19687","TRINITY_DN80160_c0_g1_i1",-1.29506331,4.825617498,7.520731541,0.006099291,0.034666226,"T2_vs_CTL","down"
"19688","TRINITY_DN137586_c0_g1_i1",-1.645821618,1.205383131,7.52051317,0.00610003,0.034666226,"T2_vs_CTL","down"
"19689","TRINITY_DN63695_c1_g2_i1",-1.508463642,2.09844678,7.511695571,0.006129964,0.034823775,"T2_vs_CTL","down"
"19690","TRINITY_DN52387_c0_g1_i1",-1.358122035,3.198369279,7.511122951,0.006131913,0.034823775,"T2_vs_CTL","down"
"19691","TRINITY_DN43463_c0_g1_i4",1.536811172,1.855525089,7.507560142,0.006144054,0.034880895,"T2_vs_CTL","up"
"19692","TRINITY_DN27471_c0_g1_i1",-1.803885864,0.733423008,7.503855273,0.006156706,0.034940871,"T2_vs_CTL","down"
"19693","TRINITY_DN51264_c0_g1_i1",2.32124528,-0.77756837,7.502215541,0.006162314,0.034960847,"T2_vs_CTL","up"
"19694","TRINITY_DN59524_c0_g1_i1",1.489874563,2.404015584,7.500899958,0.006166817,0.034974542,"T2_vs_CTL","up"
"19695","TRINITY_DN94823_c0_g1_i1",1.76694892,0.846651578,7.498372155,0.006175479,0.035011807,"T2_vs_CTL","up"
"19696","TRINITY_DN57097_c0_g1_i4",-1.511672489,1.997138072,7.489798326,0.00620495,0.035166988,"T2_vs_CTL","down"
"19697","TRINITY_DN50879_c0_g1_i1",-1.288769669,5.139117608,7.488946129,0.006207888,0.035171728,"T2_vs_CTL","down"
"19698","TRINITY_DN49941_c0_g2_i2",-1.677528917,1.10354099,7.484551616,0.006223056,0.035245306,"T2_vs_CTL","down"
"19699","TRINITY_DN43941_c0_g1_i1",2.532450723,-1.028611129,7.48396479,0.006225085,0.035245306,"T2_vs_CTL","up"
"19700","TRINITY_DN53919_c0_g1_i2",-1.388168192,2.849629777,7.483089813,0.00622811,0.035250516,"T2_vs_CTL","down"
"19701","TRINITY_DN50242_c1_g1_i1",2.188943539,-0.956935273,7.48082435,0.006235952,0.035279327,"T2_vs_CTL","up"
"19702","TRINITY_DN59675_c0_g1_i1",-1.537850867,1.714952244,7.480401752,0.006237415,0.035279327,"T2_vs_CTL","down"
"19703","TRINITY_DN59920_c0_g2_i1",1.489990098,2.302290008,7.476837095,0.006249776,0.035337303,"T2_vs_CTL","up"
"19704","TRINITY_DN58501_c0_g1_i1",1.413441999,2.882228299,7.466933305,0.006284251,0.035520232,"T2_vs_CTL","up"
"19705","TRINITY_DN57033_c1_g2_i1",-1.279063483,6.179532485,7.466026816,0.006287416,0.035526128,"T2_vs_CTL","down"
"19706","TRINITY_DN64697_c0_g1_i1",-1.28215898,5.261289882,7.460610034,0.006306363,0.035616872,"T2_vs_CTL","down"
"19707","TRINITY_DN36948_c2_g1_i4",2.006859036,-0.033318488,7.460219771,0.006307731,0.035616872,"T2_vs_CTL","up"
"19708","TRINITY_DN29776_c0_g1_i1",1.792770039,0.528643784,7.458362347,0.006314242,0.035641621,"T2_vs_CTL","up"
"19709","TRINITY_DN44853_c0_g1_i1",-1.359892041,3.080864842,7.448170184,0.006350097,0.035831927,"T2_vs_CTL","down"
"19710","TRINITY_DN35455_c0_g1_i1",-1.307313965,3.975777692,7.443483376,0.006366655,0.035913252,"T2_vs_CTL","down"
"19711","TRINITY_DN54677_c0_g1_i1",1.347414195,3.491356771,7.44115115,0.00637491,0.035947708,"T2_vs_CTL","up"
"19712","TRINITY_DN32202_c0_g1_i1",1.919588543,-0.134871874,7.436235877,0.006392345,0.036033886,"T2_vs_CTL","up"
"19713","TRINITY_DN27203_c0_g2_i1",1.573451268,1.604783012,7.424480785,0.006434239,0.036257835,"T2_vs_CTL","up"
"19714","TRINITY_DN49187_c0_g1_i1",1.880032068,0.34068424,7.420525204,0.006448399,0.036325403,"T2_vs_CTL","up"
"19715","TRINITY_DN51551_c0_g1_i1",1.872551907,0.230487823,7.419092459,0.006453536,0.036342111,"T2_vs_CTL","up"
"19716","TRINITY_DN26421_c0_g1_i1",-1.952257231,-0.217421077,7.415167764,0.006467628,0.036404744,"T2_vs_CTL","down"
"19717","TRINITY_DN55523_c2_g1_i1",1.273544662,5.965776984,7.414784335,0.006469007,0.036404744,"T2_vs_CTL","up"
"19718","TRINITY_DN57872_c2_g1_i1",1.338019321,3.760898385,7.410730622,0.006483599,0.0364746,"T2_vs_CTL","up"
"19719","TRINITY_DN57689_c0_g1_i1",1.650051557,1.091899184,7.393611518,0.006545593,0.036810991,"T2_vs_CTL","up"
"19720","TRINITY_DN52247_c1_g1_i1",-1.320161555,3.49621186,7.391666764,0.006552674,0.036826172,"T2_vs_CTL","down"
"19721","TRINITY_DN37354_c0_g1_i2",2.343817753,-1.064036704,7.391661845,0.006552692,0.036826172,"T2_vs_CTL","up"
"19722","TRINITY_DN122171_c0_g1_i1",-1.288788367,7.426142396,7.391016622,0.006555043,0.036827023,"T2_vs_CTL","down"
"19723","TRINITY_DN47608_c0_g2_i2",-1.932229247,0.155193809,7.386123723,0.006572899,0.036914953,"T2_vs_CTL","down"
"19724","TRINITY_DN25990_c0_g1_i1",1.843501183,0.736337459,7.385118519,0.006576574,0.036923204,"T2_vs_CTL","up"
"19725","TRINITY_DN61739_c0_g1_i1",-1.690395464,0.807765662,7.380488657,0.006593525,0.037005967,"T2_vs_CTL","down"
"19726","TRINITY_DN53927_c0_g1_i1",1.297445716,4.313509379,7.379389365,0.006597557,0.037007726,"T2_vs_CTL","up"
"19727","TRINITY_DN54258_c0_g1_i1",-2.592390384,-0.923091283,7.379197769,0.00659826,0.037007726,"T2_vs_CTL","down"
"19728","TRINITY_DN45822_c0_g1_i1",-2.067976709,-0.439324627,7.373303211,0.006619922,0.037116791,"T2_vs_CTL","down"
"19729","TRINITY_DN61679_c0_g1_i1",-1.545824511,1.790925292,7.370742505,0.006629356,0.037157238,"T2_vs_CTL","down"
"19730","TRINITY_DN64285_c0_g1_i1",1.571423831,1.716613634,7.367831586,0.006640096,0.037203531,"T2_vs_CTL","up"
"19731","TRINITY_DN53314_c0_g1_i1",-1.330434759,3.343297113,7.367299939,0.006642059,0.037203531,"T2_vs_CTL","down"
"19732","TRINITY_DN25652_c0_g1_i1",-1.2711498,6.308213122,7.364339267,0.006653004,0.037252374,"T2_vs_CTL","down"
"19733","TRINITY_DN28225_c0_g1_i1",1.729939812,0.998640478,7.362337627,0.006660414,0.03726461,"T2_vs_CTL","up"
"19734","TRINITY_DN50815_c0_g1_i1",-1.487498515,2.08899183,7.36228034,0.006660627,0.03726461,"T2_vs_CTL","down"
"19735","TRINITY_DN28798_c0_g1_i1",-1.965925586,0.114121444,7.361945525,0.006661867,0.03726461,"T2_vs_CTL","down"
"19736","TRINITY_DN5037_c0_g1_i1",-2.019076178,-0.590209166,7.358437284,0.006674878,0.037324919,"T2_vs_CTL","down"
"19737","TRINITY_DN55420_c0_g1_i1",2.013617193,-0.159744669,7.356857572,0.006680745,0.037345254,"T2_vs_CTL","up"
"19738","TRINITY_DN41400_c0_g1_i1",1.350561452,11.53908268,7.353207871,0.00669432,0.037408649,"T2_vs_CTL","up"
"19739","TRINITY_DN51485_c0_g1_i1",1.306450091,4.083481905,7.350609883,0.006704001,0.037450245,"T2_vs_CTL","up"
"19740","TRINITY_DN61005_c0_g2_i1",1.854682159,0.472654329,7.347490106,0.006715645,0.037502777,"T2_vs_CTL","up"
"19741","TRINITY_DN57432_c0_g1_i2",-1.296690555,3.900181398,7.34665866,0.006718751,0.037507614,"T2_vs_CTL","down"
"19742","TRINITY_DN46556_c0_g1_i1",-1.467672287,2.231590593,7.343957569,0.006728854,0.037551491,"T2_vs_CTL","down"
"19743","TRINITY_DN10445_c0_g1_i1",1.271131821,6.497011842,7.342924709,0.006732721,0.03755855,"T2_vs_CTL","up"
"19744","TRINITY_DN62518_c0_g2_i2",1.474595607,2.244554938,7.342421598,0.006734606,0.03755855,"T2_vs_CTL","up"
"19745","TRINITY_DN42360_c0_g1_i2",-1.27703384,7.086452792,7.337919884,0.006751492,0.037640186,"T2_vs_CTL","down"
"19746","TRINITY_DN49261_c0_g1_i2",1.269837283,5.474050943,7.336910202,0.006755285,0.037648798,"T2_vs_CTL","up"
"19747","TRINITY_DN58543_c0_g3_i4",-1.85045758,0.106169152,7.336065718,0.00675846,0.037653955,"T2_vs_CTL","down"
"19748","TRINITY_DN109966_c0_g1_i1",2.801673209,-1.116421203,7.332403125,0.006772245,0.037718205,"T2_vs_CTL","up"
"19749","TRINITY_DN53726_c0_g1_i1",1.54772715,1.763476703,7.324285717,0.0068029,0.037876336,"T2_vs_CTL","up"
"19750","TRINITY_DN108511_c0_g1_i1",-1.602179013,1.083410906,7.323102751,0.006807379,0.037887505,"T2_vs_CTL","down"
"19751","TRINITY_DN51408_c0_g1_i1",2.372489202,-0.096243195,7.32248462,0.00680972,0.037887505,"T2_vs_CTL","up"
"19752","TRINITY_DN45856_c0_g1_i1",1.270447903,5.344179025,7.321963651,0.006811695,0.037887505,"T2_vs_CTL","up"
"19753","TRINITY_DN59443_c0_g1_i1",1.650106703,1.604413135,7.318907362,0.006823288,0.037927836,"T2_vs_CTL","up"
"19754","TRINITY_DN65301_c10_g4_i1",-2.184455747,-0.749003895,7.31885781,0.006823476,0.037927836,"T2_vs_CTL","down"
"19755","TRINITY_DN50366_c0_g1_i1",-1.284317952,4.37192637,7.315659903,0.006835629,0.037982777,"T2_vs_CTL","down"
"19756","TRINITY_DN52578_c0_g1_i2",1.35970946,3.100569349,7.314762831,0.006839042,0.037989134,"T2_vs_CTL","up"
"19757","TRINITY_DN62783_c0_g1_i1",-1.266514854,5.465911051,7.310791634,0.006854173,0.038060549,"T2_vs_CTL","down"
"19758","TRINITY_DN45870_c0_g1_i2",-2.152867468,-0.780137344,7.30912671,0.006860526,0.03807685,"T2_vs_CTL","down"
"19759","TRINITY_DN35633_c0_g1_i1",1.973307674,-0.0826874,7.307899623,0.006865212,0.03807685,"T2_vs_CTL","up"
"19760","TRINITY_DN18691_c0_g1_i1",-1.609425407,1.543367541,7.30765363,0.006866152,0.03807685,"T2_vs_CTL","down"
"19761","TRINITY_DN56373_c0_g1_i1",-1.74719193,0.507506976,7.307639739,0.006866205,0.03807685,"T2_vs_CTL","down"
"19762","TRINITY_DN42617_c0_g1_i2",2.378061059,-0.436153456,7.304368752,0.006878716,0.038133586,"T2_vs_CTL","up"
"19763","TRINITY_DN12128_c0_g1_i1",-1.413297814,2.573106209,7.30377432,0.006880992,0.038133586,"T2_vs_CTL","down"
"19764","TRINITY_DN53156_c0_g1_i1",1.283594638,4.593686554,7.299481966,0.006897449,0.038212144,"T2_vs_CTL","up"
"19765","TRINITY_DN22264_c0_g1_i1",2.612961087,-1.153695194,7.295388096,0.006913184,0.038286642,"T2_vs_CTL","up"
"19766","TRINITY_DN46720_c0_g1_i1",1.39844554,2.81454819,7.294605586,0.006916195,0.038289353,"T2_vs_CTL","up"
"19767","TRINITY_DN6813_c0_g1_i1",-2.328217786,-1.055569839,7.294072637,0.006918247,0.038289353,"T2_vs_CTL","down"
